dictionary,{{en-verb|dictionar|ies}}
chevy,{{en-verb|chev|ies}}
chit,{{en-verb|chits|chitting|chitted}}
chock,{{en-verb}}
chock,{{en-verb}}
chock,{{en-verb}}
chuff,{{en-verb}}
chuff,{{en-verb}}
chug,{{en-verb|chugs|chugging|chugged}}
chug,{{en-verb|chugs|chugging|chugged}}
cite,{{en-verb|cit}}
clad,{{en-verb|clads|cladding|clad|past2=cladded}}
clot,{{en-verb|clots|clotting|clotted|clotted}}
cloy,{{en-verb}}
codify,{{en-verb|codif|ies}}
cog,{{en-verb|cogg}}
cog,{{en-verb|cogg}}
conn,{{en-verb}}
copter,{{en-verb}}
cosh,{{en-verb|es}}
cosher,{{en-verb}}
cove,{{en-verb|cov}}
cove,{{en-verb|cov}}
cox,{{en-verb|es}}
craw,{{en-verb}}
rather,{{en-verb}}
aviate,{{en-verb|aviat}}
batik,{{en-verb}}
bebop,{{en-verb|bebops|bebopping|bebopped}}
bitt,{{en-verb}}
defence,{{en-verb|defenc}}
bund,{{en-verb}}
despite,{{en-verb|despit}}
chaw,{{en-verb}}
distemper,{{en-verb}}
cozen,{{en-verb}}
crump,{{en-verb}}
cud,{{en-verb|cuds|cudding|cudded}}
cue,{{en-verb|cues|cueing|cued}}
cue,{{en-verb|cues|cueing|cued}}
curr,{{en-verb}}
darkle,{{en-verb|darkl}}
daunt,{{en-verb}}
decant,{{en-verb}}
degum,{{en-verb|degumm}}
demit,{{en-verb|demitt}}
denude,{{en-verb|denud}}
derate,{{en-verb|derat}}
detent,{{en-verb}}
dibble,{{en-verb|dibbl}}
dint,{{en-verb}}
doff,{{en-verb}}
dole,{{en-verb|dol}}
dote,{{en-verb|dot}}
dow,{{en-verb|dows|dowing|dowed|past2=dought|dowed|past_ptc2=dought}}
dow,{{en-verb}}
dram,{{en-verb|dramm}}
drib,{{en-verb|dribb}}
duff,{{en-verb}}
dun,{{en-verb|dunn}}
dun,{{en-verb|dunn}}
eddy,{{en-verb|eddies|eddying|eddied}}
elate,{{en-verb|elat}}
elide,{{en-verb|elid}}
embank,{{en-verb}}
epoxy,{{en-verb|epoxies|epoxying|epoxied|past2=epoxyed}}
erode,{{en-verb|erod}}
escrow,{{en-verb}}
estop,{{en-verb|estopp}}
exhume,{{en-verb|exhum}}
exude,{{en-verb|exud}}
fard,{{en-verb}}
fay,{{en-verb}}
fay,{{en-verb}}
fescue,{{en-verb|fescu}}
fete,{{en-verb|fet}}
fib,{{en-verb|fibb}}
fibrin,{{en-verb}}
fife,{{en-verb|fif}}
flam,{{en-verb|flams|flamming|flammed}}
flange,{{en-verb|flang}}
fledge,{{en-verb|fledg}}
fleer,{{en-verb}}
fletch,{{en-verb|es}}
fob,{{en-verb|fobb}}
fray,{{en-verb}}
furl,{{en-verb}}
gage,{{en-verb|gag}}
gage,{{en-verb|gag}}
gait,{{en-verb}}
gaiter,{{en-verb}}
gall,{{en-verb}}
gall,{{en-verb}}
gam,{{en-verb|gams|gamming|gammed}}
gape,{{en-verb|gap}}
garble,{{en-verb|garbl}}
gasify,{{en-verb|gasif|ies}}
gecko,{{en-verb}}
gimbal,{{en-verb|gimbals|gimballing|pres_ptc2=gimbaling|gimballed|past2=gimbaled}}
glom,{{en-verb|glomm}}
gnarl,{{en-verb}}
gnarl,{{en-verb}}
gouge,{{en-verb|goug}}
grout,{{en-verb|grouts|grouting|grouted|grouted}}
gummer,{{en-verb}}
gyp,{{en-verb|gypp}}
gyrate,{{en-verb|gyrat}}
hackle,{{en-verb|hackl}}
hansel,{{en-verb|hansels|hanselling|pres_ptc2=hanseling|hanselled|past2=hanseled}}
hap,{{en-verb|happ}}
hap,{{en-verb|happ}}
hasp,{{en-verb}}
hex,{{en-verb|hexes|hexing|hexed}}
hob,{{en-verb|hobb}}
hock,{{en-verb}}
hock,{{en-verb}}
hock,{{en-verb}}
hod,{{en-verb|hodd|ing}}
hone,{{en-verb|hones|honing|honed}}
hone,{{en-verb|hon|es}}
hopple,{{en-verb|hoppl}}
hove,{{en-verb|hov}}
hove,{{en-verb|hov}}
hoy,{{en-verb|hoys|hoying|pres_ptc2=hoyin|hoyed}}
huck,{{en-verb|hucks|hucking|hucked}}
hunker,{{en-verb}}
hurtle,{{en-verb|hurtl}}
ideate,{{en-verb|ideat}}
illume,{{en-verb|illumes|illuming|illumed}}
imbrue,{{en-verb|imbrues|imbruing|imbrued}}
impale,{{en-verb|impal}}
incise,{{en-verb|incis}}
induct,{{en-verb}}
inflow,{{en-verb}}
ingest,{{en-verb}}
inhere,{{en-verb|inher}}
intone,{{en-verb|inton}}
intuit,{{en-verb}}
iodate,{{en-verb|iodat}}
iris,{{en-verb|irises|irising|irised}}
jig,{{en-verb|jigs|jigging|jigged}}
jigger,{{en-verb}}
jigger,{{en-verb}}
jilt,{{en-verb}}
joggle,{{en-verb|joggl}}
jot,{{en-verb|jott}}
jounce,{{en-verb|jounces|jouncing|jounced}}
jowl,{{en-verb}}
juke,{{en-verb|juk}}
juke,{{en-verb|juk}}
juke,{{en-verb|juk}}
kemp,{{en-verb}}
kern,{{en-verb}}
kibitz,{{en-verb|es}}
klaxon,{{en-verb}}
knurl,{{en-verb}}
lappet,{{en-verb}}
levee,{{en-verb|levees|leveeing|leveed}}
levee,{{en-verb|levees|leveeing|leveed}}
levy,{{en-verb|lev|ies}}
lilt,{{en-verb}}
loam,{{en-verb}}
loll,{{en-verb}}
lop,{{en-verb|lopp|past2=lopt}}
lope,{{en-verb|lop}}
lopper,{{en-verb}}
luge,{{en-verb|lug|pres_ptc2=lugeing}}
lull,{{en-verb}}
mambo,{{en-verb}}
marcel,{{en-verb|marcell}}
meed,{{en-verb}}
mere,{{en-verb|mer}}
mete,{{en-verb|met}}
mew,{{en-verb}}
mew,{{en-verb}}
milt,{{en-verb}}
mire,{{en-verb|mir}}
mitre,{{en-verb|mitr}}
mod,{{en-verb|modd}}
mottle,{{en-verb|mottl}}
muff,{{en-verb}}
mulct,{{en-verb}}
mull,{{en-verb}}
nape,{{en-verb|napes|naping|naped}}
neap,{{en-verb}}
negate,{{en-verb|negat}}
niggle,{{en-verb|niggl}}
nob,{{en-verb|nob|b|ed}}
notate,{{en-verb|notat}}
nutate,{{en-verb|nutat}}
oblate,{{en-verb|oblat|ing}}
opine,{{en-verb|opin}}
orate,{{en-verb|orates|orating|orated|orated}}
ossify,{{en-verb|ossif|ies}}
oust,{{en-verb}}
paean,{{en-verb}}
pall,{{en-verb}}
pall,{{en-verb}}
peal,{{en-verb}}
pep,{{en-verb|pepp}}
pew,{{en-verb}}
pilfer,{{en-verb}}
pith,{{en-verb}}
plumb,{{en-verb}}
pomade,{{en-verb|pomad}}
pomp,{{en-verb}}
ponce,{{en-verb|ponces|poncing|ponced|ponced}}
posit,{{en-verb}}
preen,{{en-verb}}
preen,{{en-verb}}
prig,{{en-verb|prigs|prigging|prigged}}
primp,{{en-verb|primps|primping|primped}}
prim,{{en-verb|prims|primming|primmed}}
pug,{{en-verb|pugg}}
pupate,{{en-verb|pupates|putating|pupated}}
purl,{{en-verb}}
purl,{{en-verb}}
purl,{{en-verb}}
purvey,{{en-verb}}
quahog,{{en-verb|quahogs|quahogging|quahogged}}
quip,{{en-verb|quips|quipping|quipped}}
quirt,{{en-verb}}
rabbet,{{en-verb}}
ralph,{{en-verb}}
ramify,{{en-verb|ramifies|ramifying|ramified}}
rankle,{{en-verb|rankl}}
rarefy,{{en-verb|raref|ies}}
raster,{{en-verb}}
ream,{{en-verb}}
ream,{{en-verb}}
rebut,{{en-verb|rebutt}}
reck,{{en-verb}}
recuse,{{en-verb|recus}}
redact,{{en-verb}}
reman,{{en-verb|remans|remanning|remanned}}
remit,{{en-verb|remitt}}
rep,{{en-verb|repp}}
ret,{{en-verb|rett}}
revet,{{en-verb|revett}}
rick,{{en-verb}}
rick,{{en-verb}}
riffle,{{en-verb|riffl}}
rill,{{en-verb}}
roil,{{en-verb}}
ruff,{{en-verb}}
ruff,{{en-verb}}
rut,{{en-verb|ruts|rutting|rutted}}
rut,{{en-verb|rutt}}
sage,{{en-verb|sag}}
samba,{{en-verb}}
scat,{{en-verb|scatt}}
scat,{{en-verb|scatt}}
scrim,{{en-verb|scrimm}}
sheave,{{en-verb|sheav}}
shill,{{en-verb}}
shim,{{en-verb|shims|shimming|shimmed}}
shiv,{{en-verb|shivs|shivving|shivved|shivved}}
shunt,{{en-verb}}
sib,{{en-verb|sibb}}
silage,{{en-verb|silag|pres_ptc2=silageing}}
silt,{{en-verb}}
sinter,{{en-verb}}
sire,{{en-verb|sir}}
skeet,{{en-verb}}
skeet,{{en-verb}}
slat,{{en-verb|slats|slatting|slatted|slatted}}
slurry,{{en-verb|slurries|slurrying|slurried}}
snell,{{en-verb}}
snick,{{en-verb}}
snick,{{en-verb}}
snick,{{en-verb}}
sod,{{en-verb|sodd}}
sod,{{en-verb|sodd}}
solute,{{en-verb|solut}}
sop,{{en-verb|sopp}}
sorb,{{en-verb}}
sough,{{en-verb}}
spar,{{en-verb|spars|sparring|sparred}}
spar,{{en-verb|sparr}}
sparge,{{en-verb|sparg}}
spline,{{en-verb|splin}}
steeve,{{en-verb|steeves|steeving|steeved}}
stooge,{{en-verb|stoog|ing}}
strop,{{en-verb|stropp}}
strop,{{en-verb|stropp}}
stymie,{{en-verb|d}}
surtax,{{en-verb|surtaxes|surtaxing|surtaxed}}
swag,{{en-verb|swagg}}
swag,{{en-verb|swagg}}
swage,{{en-verb|swages|swaging|swaged|swaged}}
swage,{{en-verb|swages|swaging|swaged}}
swank,{{en-verb}}
swatch,{{en-verb|swatches|swatching|swatched}}
talc,{{en-verb}}
tat,{{en-verb|tats|tatting|tatted}}
teasel,{{en-verb|teasels|teaselling|pres_ptc2=teaseling|teaselled|past2=teaseled}}
tedder,{{en-verb}}
teem,{{en-verb}}
teem,{{en-verb}}
teem,{{en-verb}}
teethe,{{en-verb|teeth}}
telex,{{en-verb|telexes|telexing|telexed}}
tenon,{{en-verb}}
tensor,{{en-verb}}
tenter,{{en-verb}}
thrum,{{en-verb|thrums|thrumming|thrummed}}
thrum,{{en-verb|thrums|thrumming|thrummed}}
tic,{{en-verb|ticc}}
tine,{{en-verb|tin}}
tine,{{en-verb|tin}}
tog,{{en-verb|togg}}
tousle,{{en-verb|tousles|tousling|tousled}}
trawl,{{en-verb}}
tweeze,{{en-verb|tweez}}
typify,{{en-verb|typifies|typifying|typified}}
uprise,{{en-verb|uprises|uprising|uprose|uprisen}}
vail,{{en-verb}}
vail,{{en-verb}}
vamp,{{en-verb}}
vamp,{{en-verb}}
vamper,{{en-verb}}
vaunt,{{en-verb}}
vie,{{en-verb|vies|vying|vied}}
waiver,{{en-verb}}
wale,{{en-verb|wal}}
wale,{{en-verb|wales|waling|waled}}
wangle,{{en-verb|wangl}}
weal,{{en-verb}}
wean,{{en-verb}}
wester,{{en-verb}}
whelm,{{en-verb}}
whet,{{en-verb|whett}}
whig,{{en-verb|whigg}}
whop,{{en-verb|whopp}}
wile,{{en-verb|wil}}
winkle,{{en-verb|winkl}}
winnow,{{en-verb}}
wisp,{{en-verb}}
withe,{{en-verb|with}}
wrest,{{en-verb}}
yammer,{{en-verb}}
yawl,{{en-verb}}
yip,{{en-verb|yips|yipping|yipped}}
yoke,{{en-verb|yok}}
zag,{{en-verb|zagg}}
zig,{{en-verb|zigs|zigging|zigged}}
hocus,{{en-verb|hocuses|pres_3sg2=hocusses|hocusing|pres_ptc2=hocussing|hocused|past2=hocussed}}
inter,{{en-verb|inters|interring|interred}}
spume,{{en-verb|spum}}
inure,{{en-verb|inures|inuring|inured}}
vitiate,{{en-verb|vitiat}}
provoke,{{en-verb|provok}}
coquette,{{en-verb|coquett|es}}
embroider,{{en-verb}}
broider,{{en-verb}}
strait,{{en-verb}}
moider,{{en-verb}}
moider,{{en-verb}}
toil,{{en-verb}}
drudge,{{en-verb|drudg}}
moil,{{en-verb}}
struggle,{{en-verb|struggl}}
contest,{{en-verb}}
combat,{{en-verb|combats|combatting|pres_ptc2=combating|combatted|past2=combated}}
victory,{{en-verb|victor|ies}}
effort,{{en-verb}}
exert,{{en-verb}}
strength,{{en-verb}}
muddle,{{en-verb|muddl}}
mix up,{{en-verb|mixes up|mixing up|mixed up}}
devoid,{{en-verb}}
arrest,{{en-verb}}
assemble,{{en-verb|assembl}}
aught,{{en-verb}}
eyeball,{{en-verb|eyeballs|eyeballing|eyeballed|eyeballed}}
chime,{{en-verb|chim}}
pooch,{{en-verb|es}}
fuse,{{en-verb|fus}}
recharge,{{en-verb|recharg}}
précis,{{en-verb|es}}
esprise,{{en-verb|espris}}
troop,{{en-verb}}
surrender,{{en-verb}}
philosophy,{{en-verb|philosophies|philosophying|philosophied}}
appease,{{en-verb|appeas}}
appraise,{{en-verb|apprais}}
appraise,{{en-verb|apprais}}
arbiter,{{en-verb}}
assault,{{en-verb}}
assert,{{en-verb}}
assiege,{{en-verb|assieges|assieging|assieged|assieged}}
avow,{{en-verb}}
badinage,{{en-verb|badinages|badinaging|badinaged}}
bail,{{en-verb}}
bail,{{en-verb}}
bail,{{en-verb}}
bail,{{en-verb}}
bait,{{en-verb}}
bait,{{en-verb}}
bait,{{en-verb}}
baize,{{en-verb|baiz|es}}
bale,{{en-verb|bal}}
bale,{{en-verb|bal}}
banner,{{en-verb}}
beacon,{{en-verb}}
beam,{{en-verb}}
bedeck,{{en-verb}}
befoul,{{en-verb}}
belay,{{en-verb|belays|belaying|belayed|past2=belaid}}
bequeath,{{en-verb|bequeaths|bequeathing|bequeathed|past2=bequoth|bequeathed|past_ptc2=bequethen|past_ptc2_qual=rare}}
besiege,{{en-verb|besieg}}
betray,{{en-verb}}
bivouac,{{en-verb|bivouacs|pres_3sg2=bivouacks|bivouacing|pres_ptc2=bivouacking|bivouacked|bivouacked}}
bland,{{en-verb}}
blanch,{{en-verb|es}}
blanch,{{en-verb|es}}
bleb,{{en-verb|blebs|blebbing|blebbed}}
bluff,{{en-verb}}
blurt,{{en-verb}}
bombast,{{en-verb}}
brace,{{en-verb|brac}}
braise,{{en-verb|brais}}
breach,{{en-verb|es}}
bream,{{en-verb}}
breech,{{en-verb|breeches|breeching|breeched}}
brisk,{{en-verb}}
brute,{{en-verb|brut}}
buzz,{{en-verb|es}}
cadge,{{en-verb|cadges|cadging|pres_ptc2=cadgin|cadged|cadged}}
cape,{{en-verb|cap}}
cape,{{en-verb|capes|caping|caped}}
caper,{{en-verb}}
cater,{{en-verb}}
cater,{{en-verb}}
caution,{{en-verb}}
celebrate,{{en-verb|celebrat}}
censure,{{en-verb|censur}}
chafe,{{en-verb|chaf}}
champ,{{en-verb}}
char,{{en-verb|charr}}
char,{{en-verb|chars|charing|pres_ptc2=charring|chared|past2=charred}}
cherish,{{en-verb|cherishes|cherishing|cherished}}
chirp,{{en-verb}}
circumstance,{{en-verb|circumstanc}}
clamor,{{en-verb}}
clang,{{en-verb}}
cleat,{{en-verb}}
compete,{{en-verb|competes|competing|competed}}
comply,{{en-verb|compl|ies}}
comprise,{{en-verb|compris}}
concede,{{en-verb|conced}}
concentrate,{{en-verb|concentrat}}
concert,{{en-verb}}
confer,{{en-verb|conferr}}
consequence,{{en-verb|consequenc}}
cradle,{{en-verb|cradl}}
cram,{{en-verb|cramm}}
cranny,{{en-verb|crannies|crannying|crannied}}
crape,{{en-verb|crap}}
crate,{{en-verb|crat}}
crater,{{en-verb}}
craze,{{en-verb|craz}}
creak,{{en-verb}}
crease,{{en-verb|creas}}
crest,{{en-verb}}
crisp,{{en-verb}}
crouch,{{en-verb|es}}
crouch,{{en-verb|crouches|crouching|crouched}}
dally,{{en-verb|dallies|dallying|dallied}}
daze,{{en-verb|daz}}
dean,{{en-verb}}
decease,{{en-verb|deceas}}
deck,{{en-verb}}
deck,{{en-verb}}
deepen,{{en-verb}}
defray,{{en-verb}}
defuse,{{en-verb|defus}}
defuse,{{en-verb|defus}}
defy,{{en-verb|def|ies}}
deliberate,{{en-verb|deliberat}}
demean,{{en-verb}}
demean,{{en-verb}}
demise,{{en-verb|demis}}
depend,{{en-verb}}
deplete,{{en-verb|deplet}}
deteriorate,{{en-verb|deteriorat}}
digest,{{en-verb}}
digress,{{en-verb|es}}
dill,{{en-verb}}
disarm,{{en-verb}}
disarray,{{en-verb}}
disavow,{{en-verb}}
disbar,{{en-verb|disbarr}}
disburse,{{en-verb|disburs}}
discount,{{en-verb}}
disembark,{{en-verb}}
disembowel,{{en-verb|disembowels|disemboweling|pres_ptc2=disembowelling|disemboweled|past2=disembowelled}}
disgrace,{{en-verb|disgraces|disgracing|disgraced}}
dismay,{{en-verb}}
dispel,{{en-verb|dispels|dispelling|dispelled}}
disperse,{{en-verb|disperses|dispersing|dispersed}}
displease,{{en-verb|displeas}}
disprove,{{en-verb|disproves|disproving|disproved|disproved|past_ptc2=disproven}}
dispute,{{en-verb|disput}}
disquiet,{{en-verb}}
disrepute,{{en-verb|disreput}}
disinter,{{en-verb|disinterr}}
disparage,{{en-verb|disparag}}
divest,{{en-verb}}
document,{{en-verb}}
dolly,{{en-verb|dollies|dollying|dollied}}
douche,{{en-verb|douch}}
douse,{{en-verb|douses|dousing|doused}}
douse,{{en-verb|dous}}
dowel,{{en-verb|dowell|pres_ptc2=doweling|past2=doweled}}
drab,{{en-verb|drabb}}
drape,{{en-verb|drap}}
dredge,{{en-verb|dredg}}
dredge,{{en-verb|dredg}}
drift,{{en-verb}}
drown,{{en-verb}}
earnest,{{en-verb}}
electrify,{{en-verb|electrif|ies}}
emancipate,{{en-verb|emancipat}}
embargo,{{en-verb|embargoes|embargoing|embargoed}}
embed,{{en-verb|embedd}}
encase,{{en-verb|encas}}
encincture,{{en-verb|encinctur}}
endow,{{en-verb}}
enlace,{{en-verb|enlac}}
enlighten,{{en-verb}}
enrage,{{en-verb|enrag}}
enshrine,{{en-verb|enshrin}}
ensnarl,{{en-verb}}
ensure,{{en-verb|ensur}}
enswathe,{{en-verb|enswath}}
entreat,{{en-verb}}
enwreathe,{{en-verb|enwreath}}
espy,{{en-verb|espies|espying|espied}}
etch,{{en-verb|etches|etching|etched}}
evacuate,{{en-verb|evacuat}}
exact,{{en-verb}}
except,{{en-verb}}
expatiate,{{en-verb|expatiat}}
expatriate,{{en-verb|expatriat}}
expound,{{en-verb}}
extract,{{en-verb}}
fain,{{en-verb}}
faint,{{en-verb}}
fake,{{en-verb|fak}}
fake,{{en-verb|fak}}
fanfare,{{en-verb|fanfares|fanfaring|fanfared}}
farce,{{en-verb|farc}}
farewell,{{en-verb}}
feign,{{en-verb}}
feint,{{en-verb}}
fellow,{{en-verb}}
fend,{{en-verb}}
finance,{{en-verb|financ}}
flake,{{en-verb|flakes|flaking|flaked}}
flap,{{en-verb|flapp}}
flaw,{{en-verb}}
fleck,{{en-verb}}
fleet,{{en-verb}}
flirt,{{en-verb}}
foment,{{en-verb}}
foray,{{en-verb|forays|foraying|forayed}}
forfend,{{en-verb}}
fortress,{{en-verb|fortresses|fortressing|fortressed}}
foul,{{en-verb}}
freak,{{en-verb}}
fret,{{en-verb|frets|fretting|fretted|past2=fret|past3=freet|past4=frate|fretted|past_ptc2=fretten|past_ptc2_qual=usually in compounds}}
fret,{{en-verb|frett}}
frieze,{{en-verb|friez}}
fright,{{en-verb}}
frighten,{{en-verb}}
frisk,{{en-verb}}
frostbite,{{en-verb|frostbites|frostbiting|frostbit|frostbitten}}
gainsay,{{en-verb|gainsays|gainsaying|gainsaid}}
gang,{{en-verb}}
gang,{{en-verb}}
gang,{{en-verb}}
gap,{{en-verb|gapp}}
gather,{{en-verb}}
gauge,{{en-verb|gaug}}
gaze,{{en-verb|gaz}}
gazette,{{en-verb|gazett}}
geld,{{en-verb|gelds|gelding|gelded|past2=gelt}}
gimp,{{en-verb}}
gimp,{{en-verb}}
girdle,{{en-verb|girdl}}
contrive,{{en-verb|contriv}}
core,{{en-verb|cor}}
cottage,{{en-verb|cottag}}
counteract,{{en-verb}}
couple,{{en-verb|coupl}}
covet,{{en-verb}}
glamour,{{en-verb}}
glaze,{{en-verb|glaz}}
gleam,{{en-verb}}
glee,{{en-verb|glees|gleeing|gleed}}
glitter,{{en-verb}}
goad,{{en-verb}}
gown,{{en-verb|gowns|gowning|gowned|gowned}}
grant,{{en-verb}}
graze,{{en-verb|graz}}
greet,{{en-verb}}
greet,{{en-verb|greets|greeting|greeted|past2=grat|past3=grutten}}
grief,{{en-verb}}
grimace,{{en-verb|grimac}}
growl,{{en-verb}}
hag,{{en-verb|hagg}}
hake,{{en-verb|hakes|haking|haked}}
hale,{{en-verb|hal}}
harm,{{en-verb}}
heap,{{en-verb|heap}}
hearse,{{en-verb|hearses|hearsing|hearsed|hearsed}}
heave,{{en-verb|heaves|heaving|heaved|past2=hove|heaved|past_ptc2=hove|past_ptc3=hoven}}
hector,{{en-verb}}
hedge,{{en-verb|hedg}}
heed,{{en-verb}}
heighten,{{en-verb|heightens|heightening|heightened|heightened}}
hep,{{en-verb|heps|hepping|hepped}}
hie,{{en-verb|hies|hying|pres_ptc2=hieing|hied}}
hinder,{{en-verb}}
hive,{{en-verb|hiv}}
hoot,{{en-verb}}
hopscotch,{{en-verb|es}}
horde,{{en-verb|hordes|hording|horded}}
housewife,{{en-verb|housewif}}
howl,{{en-verb}}
immerse,{{en-verb|immers}}
immune,{{en-verb|immun}}
impart,{{en-verb}}
impound,{{en-verb}}
imprecate,{{en-verb|imprecat}}
improper,{{en-verb}}
inbreed,{{en-verb|inbreeds|inbreeding|inbred}}
incur,{{en-verb|incurr}}
indent,{{en-verb}}
indicate,{{en-verb|indicat}}
infest,{{en-verb}}
inflame,{{en-verb|inflam}}
injury,{{en-verb|injuries|injurying|injuried}}
innate,{{en-verb|innates|innating|innated}}
inspire,{{en-verb|inspir}}
court,{{en-verb}}
intake,{{en-verb|intakes|intaking|intook|intaken}}
intervene,{{en-verb|intervenes|intervening|intervened}}
intend,{{en-verb}}
interact,{{en-verb}}
intimidate,{{en-verb|intimidat}}
joust,{{en-verb}}
maintain,{{en-verb}}
keep up,{{en-verb|keeps up|keeping up|kept up}}
preserve,{{en-verb|preserv}}
protect,{{en-verb}}
prevent,{{en-verb}}
'scuse,{{en-verb|'scus}}
grep,{{en-verb|grepp}}
inveterate,{{en-verb|inveterat}}
jabber,{{en-verb}}
jape,{{en-verb|jap}}
kedge,{{en-verb|kedg}}
ketch,{{en-verb|es}}
ketch,{{en-verb|es}}
knack,{{en-verb}}
knacker,{{en-verb}}
knapsack,{{en-verb}}
knead,{{en-verb}}
lack,{{en-verb}}
ladder,{{en-verb}}
lame,{{en-verb|lam}}
lame,{{en-verb|lam}}
landscape,{{en-verb|landscap}}
lap,{{en-verb|lapp}}
lap,{{en-verb|lapp}}
lap,{{en-verb|lapp}}
lard,{{en-verb}}
latch,{{en-verb|es}}
latch,{{en-verb|es}}
leech,{{en-verb|es}}
leach,{{en-verb|leaches|leaching|leached|leached}}
leak,{{en-verb}}
lease,{{en-verb|leas}}
lease,{{en-verb|leas}}
lease,{{en-verb|leas}}
lease,{{en-verb|leas}}
leash,{{en-verb|es}}
liberate,{{en-verb|liberat}}
limp,{{en-verb|limps|limping|lamp|past2=limped|lump|past_ptc2=limped}}
limp,{{en-verb}}
limp,{{en-verb}}
lisp,{{en-verb}}
lithe,{{en-verb|lithes|lithing|lithed|past2=lode|lithed|past_ptc2=lidden}}
lithe,{{en-verb|lith}}
loom,{{en-verb}}
lot,{{en-verb|lots|lotting|lotted}}
lout,{{en-verb}}
lout,{{en-verb}}
mall,{{en-verb}}
keep up with,{{en-verb|keeps up with|keeping up with|kept up with}}
marvel,{{en-verb|marvels|marvelling|pres_ptc_qual=UK|pres_ptc2=marveling|pres_ptc2_qual=US|marvelled|past_qual=UK|past2=marveled|past2_qual=US}}
meander,{{en-verb}}
maze,{{en-verb|maz}}
mellow,{{en-verb}}
mend,{{en-verb}}
mention,{{en-verb}}
mesh,{{en-verb|es}}
mess,{{en-verb|messes|messing|messed}}
mess,{{en-verb|es}}
mime,{{en-verb|mim}}
minuet,{{en-verb}}
mismatch,{{en-verb|es}}
moralize,{{en-verb|moraliz}}
motive,{{en-verb|motives|motiving|motived}}
mound,{{en-verb}}
muster,{{en-verb}}
mutter,{{en-verb}}
nag,{{en-verb|nagg}}
nanny,{{en-verb|nannies|nannying|nannied}}
nourish,{{en-verb|es}}
nurture,{{en-verb|nurtur}}
offend,{{en-verb}}
originate,{{en-verb|originat}}
outmanoeuvre,{{en-verb|outmanoeuvres|outmanoeuvring|outmanoeuvred}}
outplay,{{en-verb}}
outpray,{{en-verb|outprays|outpraying|outprayed}}
outstay,{{en-verb|outstays|outstaying|outstayed}}
outweigh,{{en-verb}}
overlook,{{en-verb}}
overpaint,{{en-verb|overpaints|overpainting|overpainted}}
overreach,{{en-verb|overreaches|overreaching|overreached|overreached}}
overstay,{{en-verb}}
oyster,{{en-verb}}
paragon,{{en-verb}}
pastime,{{en-verb|pastimes|pastiming|pastimed}}
pave,{{en-verb|paves|paving|paved|paved}}
peak,{{en-verb}}
peak,{{en-verb}}
peak,{{en-verb}}
pearl,{{en-verb}}
peck,{{en-verb}}
peck,{{en-verb}}
peek,{{en-verb}}
peel,{{en-verb}}
peel,{{en-verb}}
peel,{{en-verb}}
peel,{{en-verb}}
pelt,{{en-verb}}
pend,{{en-verb}}
pend,{{en-verb}}
pend,{{en-verb}}
perforce,{{en-verb|perforces|perforcing|perforced}}
philander,{{en-verb}}
pipette,{{en-verb|pipettes|pipetting|pipetted}}
plash,{{en-verb|plashes|plashing|plashed|plashed}}
plash,{{en-verb|plashes|plashing|plashed|plashed}}
plight,{{en-verb}}
plight,{{en-verb}}
plunge,{{en-verb|plung}}
pollinate,{{en-verb|pollinat}}
portray,{{en-verb}}
poussette,{{en-verb|poussett}}
pout,{{en-verb}}
pout,{{en-verb}}
prate,{{en-verb|prat}}
preconceive,{{en-verb|preconceiv}}
predecease,{{en-verb|predeceas}}
premise,{{en-verb|premis}}
prevail,{{en-verb}}
prey,{{en-verb}}
pride,{{en-verb|prides|priding|prided|prided}}
prise,{{en-verb|pris}}
prize,{{en-verb|priz}}
proceed,{{en-verb}}
profess,{{en-verb|es}}
proffer,{{en-verb}}
profligate,{{en-verb|profligat}}
progress,{{en-verb|es}}
propagate,{{en-verb|propagates|propagating|propagated}}
prosper,{{en-verb}}
pry,{{en-verb|pr|ies}}
pry,{{en-verb|pr|ies}}
psalm,{{en-verb}}
punk,{{en-verb}}
purchase,{{en-verb|purchas}}
rag,{{en-verb|ragg}}
rag,{{en-verb|ragg}}
rag,{{en-verb|ragg}}
rag,{{en-verb|rags|ragging|ragged}}
raid,{{en-verb}}
rally,{{en-verb|rall|ies}}
rally,{{en-verb|rall|ies}}
rase,{{en-verb|ras}}
ratchet,{{en-verb}}
rave,{{en-verb|rav}}
raze,{{en-verb|raz}}
razor,{{en-verb}}
reach,{{en-verb|es}}
react,{{en-verb}}
reanimate,{{en-verb|reanimat}}
reap,{{en-verb|reaps|reaping|reaped|past2=reapt|past2_qual=obsolete}}
recant,{{en-verb}}
recommend,{{en-verb}}
recount,{{en-verb}}
recount,{{en-verb}}
recover,{{en-verb}}
recover,{{en-verb}}
recruit,{{en-verb}}
redress,{{en-verb|es}}
redress,{{en-verb|es}}
ree,{{en-verb|rees|reeing|reed}}
ree,{{en-verb|rees|reeing|reed}}
reef,{{en-verb|reefs|reefing|reefed}}
reek,{{en-verb}}
reel,{{en-verb}}
reeve,{{en-verb|reev}}
referee,{{en-verb|d}}
refine,{{en-verb|refin}}
regress,{{en-verb|es}}
rehearse,{{en-verb|rehears}}
reiterate,{{en-verb|reiterat}}
rejuvenate,{{en-verb|rejuvenat}}
release,{{en-verb|releas}}
